config,particles,timesteps,memory,runtime,looptime,mpi_pair,mpi_bond,mpi_neigh,mpi_comm,mpi_output,mpi_modify,mpi_other
sdo,512,5000000,2.060000,817,810.195007,35.240002,0.020000,0.870000,51.939999,2.030000,7.530000,2.380000
sdo,512,5000000,2.110000,831,823.653015,34.570000,0.020000,0.810000,52.110001,2.500000,7.220000,2.770000
sdo,512,5000000,2.110000,833,827.651001,34.759998,0.020000,0.820000,56.070000,1.790000,4.470000,2.060000
sdo,512,5000000,2.110000,824,819.257019,35.000000,0.020000,0.820000,54.959999,1.690000,5.360000,2.140000
sdo,512,5000000,2.060000,817,811.330017,35.000000,0.020000,0.870000,51.509998,2.350000,6.960000,3.280000
sdo,512,5000000,2.160000,838,829.911011,34.410000,0.020000,0.810000,52.529999,1.780000,7.790000,2.670000
sdo,512,5000000,0.000000,829,824.619995,34.470001,0.020000,0.830000,53.599998,2.290000,6.370000,2.420000
sdo,512,5000000,2.110000,820,815.789978,34.639999,0.020000,0.830000,54.810001,2.460000,5.260000,1.980000
sdo,512,10000000,2.150000,1645,1635.170044,34.820000,0.020000,0.860000,51.270000,3.450000,6.840000,2.750000
sdo,512,10000000,2.270000,1728,1721.290039,33.950001,0.020000,0.800000,53.330002,2.780000,6.780000,2.340000
sdo,512,10000000,2.260000,1689,1681.520020,35.480000,0.020000,0.800000,53.310001,2.770000,5.460000,2.170000
sdo,512,10000000,2.150000,1693,1688.439941,33.410000,0.020000,0.820000,52.990002,2.150000,8.050000,2.550000
sdo,512,10000000,2.150000,1668,1654.390015,35.360001,0.020000,0.850000,51.650002,1.840000,7.730000,2.550000
sdo,512,10000000,2.150000,1801,1788.209961,31.629999,0.020000,0.790000,56.689999,2.390000,5.890000,2.600000
sdo,512,10000000,2.250000,1794,1781.459961,34.680000,0.020000,0.780000,53.139999,2.770000,6.350000,2.270000
sdo,512,10000000,2.270000,1672,1666.839966,35.130001,0.020000,0.810000,54.360001,2.050000,5.140000,2.480000
sdo,512,10000000,2.150000,1664,1656.949951,33.160000,0.020000,0.830000,56.889999,1.890000,4.940000,2.270000
sdo,512,10000000,2.150000,1786,1778.339966,31.900000,0.020000,0.800000,56.900002,1.820000,6.050000,2.520000
sdo,512,25000000,0.000000,4152,4145.270020,32.959999,0.020000,0.830000,56.720001,2.080000,5.270000,2.110000
sdo,512,25000000,2.510000,4212,4207.660156,36.169998,0.020000,0.810000,54.860001,1.590000,4.530000,2.030000
sdo,512,25000000,0.000000,4338,4331.560059,36.009998,0.020000,0.790000,52.849998,2.330000,5.530000,2.480000
sdo,512,25000000,2.430000,4508,4502.120117,31.620001,0.020000,0.780000,56.770000,2.490000,5.730000,2.580000
sdo,512,25000000,2.510000,4304,4298.990234,35.080002,0.020000,0.790000,55.720001,1.290000,4.950000,2.140000
sdo,512,25000000,2.540000,4149,4144.109863,36.380001,0.020000,0.820000,54.580002,1.460000,4.700000,2.040000
sdo,512,25000000,2.540000,4243,4236.649902,35.430000,0.020000,0.810000,53.790001,1.740000,5.980000,2.220000
sdo,512,25000000,2.510000,4194,4187.910156,36.619999,0.020000,0.830000,53.509998,0.390000,6.440000,2.200000
sdo,512,25000000,2.540000,4265,4261.350098,35.709999,0.020000,0.810000,52.369999,1.940000,6.960000,2.190000
sdo,512,25000000,0.000000,4036,4031.560059,34.939999,0.020000,0.850000,55.889999,0.300000,5.580000,2.420000
sdo,512,50000000,3.000000,9017,9011.339844,33.080002,0.020000,0.780000,56.509998,1.540000,5.620000,2.460000
sdo,512,50000000,3.000000,8044,8038.799805,37.410000,0.020000,0.830000,52.520000,2.450000,4.620000,2.160000
sdo,512,50000000,2.970000,8401,8395.959961,35.889999,0.020000,0.800000,54.040001,2.210000,4.890000,2.140000
sdo,512,50000000,3.000000,8663,8655.639648,36.250000,0.020000,0.800000,51.549999,2.240000,6.980000,2.160000
sdo,512,50000000,3.000000,8187,8181.779785,36.779999,0.020000,0.820000,53.700001,2.000000,4.620000,2.060000
sdo,512,50000000,2.970000,9017,9008.750000,33.009998,0.020000,0.780000,56.330002,1.620000,5.690000,2.560000
sdo,512,50000000,2.970000,8457,8452.389648,35.990002,0.020000,0.790000,54.369999,1.890000,4.750000,2.180000
sdo,512,50000000,3.000000,8602,8593.049805,35.680000,0.020000,0.810000,52.040001,2.050000,7.190000,2.210000
sdo,512,50000000,2.970000,8214,8209.280273,36.660000,0.020000,0.820000,54.020000,1.800000,4.230000,2.450000
sdo,512,50000000,2.970000,9061,9054.160156,32.880001,0.020000,0.780000,56.450001,1.540000,5.900000,2.420000
tc,512,100000,1.990000,26,21.180401,34.930000,0.020000,0.700000,42.959999,0.280000,15.450000,5.670000
tc,512,100000,1.950000,25,20.429701,36.560001,0.020000,0.720000,45.080002,0.020000,15.860000,1.740000
tc,512,100000,1.990000,25,21.086300,36.860001,0.020000,0.720000,44.869999,0.010000,15.760000,1.750000
tc,512,100000,1.990000,26,21.582500,34.799999,0.020000,0.690000,43.130001,0.010000,19.709999,1.640000
tc,512,100000,1.980000,25,19.812700,35.490002,0.020000,0.700000,45.779999,0.020000,16.120001,1.870000
tc,512,100000,1.990000,25,21.066299,35.410000,0.020000,0.700000,43.310001,0.040000,18.790001,1.730000
tc,512,100000,1.990000,25,19.786400,35.209999,0.020000,0.700000,45.650002,0.400000,16.150000,1.860000
tc,512,100000,1.990000,25,19.822901,37.599998,0.020000,0.750000,45.470001,0.020000,14.530000,1.620000
tc,512,100000,1.990000,25,20.438299,36.369999,0.020000,0.720000,45.200001,0.020000,15.910000,1.770000
tc,512,100000,1.950000,25,19.799500,35.459999,0.020000,0.700000,45.830002,0.020000,16.110001,1.860000
tc,512,500000,1.990000,106,101.403999,36.619999,0.020000,0.730000,44.950001,0.040000,15.900000,1.750000
tc,512,500000,0.000000,107,101.954002,36.830002,0.020000,0.730000,44.720001,0.020000,15.920000,1.770000
tc,512,500000,1.990000,106,101.412003,36.380001,0.020000,0.730000,45.099998,0.020000,15.980000,1.780000
tc,512,500000,1.990000,107,100.899002,37.160000,0.020000,0.750000,44.610001,0.020000,15.560000,1.890000
tc,512,500000,1.990000,105,101.595001,36.599998,0.020000,0.730000,44.689999,0.020000,16.180000,1.770000
tc,512,500000,1.990000,107,101.384003,35.669998,0.020000,0.710000,45.000000,0.090000,16.030001,2.490000
tc,512,500000,1.990000,106,100.763000,36.459999,0.020000,0.730000,44.520000,0.020000,16.670000,1.580000
tc,512,500000,1.990000,105,101.268997,37.400002,0.020000,0.740000,44.410000,0.130000,15.430000,1.870000
tc,512,500000,1.990000,106,101.594002,36.320000,0.020000,0.730000,44.790001,0.470000,15.910000,1.750000
tc,512,500000,1.990000,105,98.458298,35.320000,0.020000,0.710000,45.570000,0.240000,16.250000,1.880000
tc,512,1000000,1.990000,204,198.720001,37.740002,0.020000,0.750000,45.240002,0.020000,14.620000,1.620000
tc,512,1000000,1.990000,208,202.347000,37.259998,0.020000,0.750000,44.610001,0.020000,15.470000,1.870000
tc,512,1000000,1.990000,207,203.429993,36.200001,0.020000,0.730000,44.939999,0.020000,16.270000,1.820000
tc,512,1000000,1.990000,212,206.485992,35.790001,0.020000,0.720000,45.130001,0.020000,16.430000,1.900000
tc,512,1000000,1.990000,203,198.459000,37.549999,0.020000,0.750000,45.439999,0.080000,14.530000,1.620000
tc,512,1000000,2.110000,209,204.141998,37.119999,0.020000,0.740000,43.860001,0.450000,15.800000,2.000000
tc,512,1000000,1.990000,208,203.903000,36.639999,0.020000,0.730000,44.680000,0.020000,16.180000,1.740000
tc,512,1000000,1.990000,217,211.992004,36.619999,0.020000,0.720000,44.639999,0.370000,15.790000,1.830000
tc,512,1000000,1.990000,203,198.509003,37.549999,0.020000,0.750000,45.610001,0.020000,14.460000,1.600000
tc,512,1000000,2.110000,209,204.095993,37.660000,0.020000,0.740000,44.009998,0.020000,15.710000,1.850000
tc,512,5000000,1.990000,1053,1047.680054,36.650002,0.020000,0.720000,44.549999,0.270000,15.970000,1.830000
tc,512,5000000,1.990000,1021,1013.739990,36.410000,0.020000,0.740000,44.180000,0.130000,16.459999,2.060000
tc,512,5000000,1.990000,1011,1004.929993,37.970001,0.020000,0.760000,44.959999,0.160000,14.460000,1.680000
tc,512,5000000,1.990000,1066,1061.729980,36.150002,0.020000,0.720000,44.540001,0.060000,16.629999,1.880000
tc,512,5000000,1.990000,1064,1055.569946,36.230000,0.020000,0.720000,44.689999,0.350000,16.270000,1.720000
tc,512,5000000,2.110000,1028,1019.869995,36.349998,0.020000,0.730000,44.400002,0.130000,16.440001,1.940000
tc,512,5000000,2.110000,1017,1013.599976,38.130001,0.020000,0.750000,45.110001,0.110000,14.230000,1.650000
tc,512,5000000,2.110000,1095,1086.739990,36.540001,0.020000,0.700000,44.529999,0.190000,16.139999,1.890000
tc,512,5000000,1.990000,1107,1099.510010,34.549999,0.020000,0.690000,46.040001,0.150000,16.879999,1.680000
tc,512,5000000,2.110000,1032,1028.780029,36.950001,0.020000,0.720000,43.980000,0.230000,16.200001,1.910000
tc,512,10000000,2.110000,2059,2052.080078,39.150002,0.020000,0.740000,44.200001,0.130000,14.220000,1.550000
tc,512,10000000,2.120000,2174,2168.929932,36.919998,0.020000,0.700000,44.169998,0.210000,16.160000,1.840000
tc,512,10000000,1.990000,2193,2190.010010,34.709999,0.020000,0.690000,45.740002,0.260000,16.889999,1.690000
tc,512,10000000,2.110000,2071,2064.530029,37.540001,0.020000,0.700000,43.520000,0.360000,15.980000,1.880000
tc,512,10000000,2.110000,2081,2075.090088,37.869999,0.020000,0.740000,45.160000,0.190000,14.410000,1.610000
tc,512,10000000,1.990000,2129,2123.620117,36.180000,0.020000,0.720000,44.570000,0.090000,16.540001,1.880000
tc,512,10000000,1.990000,2194,2188.159912,35.020000,0.020000,0.700000,45.529999,0.110000,16.950001,1.680000
tc,512,10000000,1.990000,2018,2013.119995,36.500000,0.020000,0.730000,44.660000,0.140000,15.940000,2.000000
tc,512,10000000,2.110000,2094,2084.929932,38.020000,0.020000,0.730000,44.590000,0.160000,14.820000,1.670000
tc,512,10000000,1.990000,2109,2103.300049,36.310001,0.020000,0.720000,44.139999,0.200000,16.700001,1.910000
tc,512,25000000,2.110000,5077,5072.430176,36.880001,0.020000,0.730000,44.730000,0.090000,15.750000,1.810000
tc,512,25000000,1.990000,5417,5410.850098,35.209999,0.020000,0.700000,45.200001,0.270000,16.820000,1.780000
tc,512,25000000,2.110000,5304,5299.589844,38.759998,0.020000,0.710000,43.040001,0.200000,15.500000,1.770000
tc,512,25000000,2.110000,5501,5494.120117,36.810001,0.020000,0.690000,44.220001,0.230000,16.059999,1.970000
tc,512,25000000,2.110000,4917,4911.850098,38.389999,0.020000,0.750000,44.580002,0.220000,14.380000,1.660000
tc,512,25000000,2.110000,5285,5279.729980,38.880001,0.020000,0.710000,42.779999,0.190000,15.640000,1.780000
tc,512,25000000,2.110000,5533,5528.169922,35.790001,0.020000,0.680000,44.790001,0.340000,16.530001,1.850000
tc,512,25000000,2.110000,5516,5510.270020,37.099998,0.020000,0.690000,43.889999,0.290000,16.049999,1.970000
tc,512,25000000,1.990000,5629,5625.779785,33.990002,0.020000,0.680000,46.340000,0.070000,16.840000,2.060000
tc,512,25000000,2.110000,5295,5291.129883,38.450001,0.020000,0.710000,43.020000,0.280000,15.720000,1.800000
tc,512,50000000,2.110000,10575,10569.500000,37.500000,0.020000,0.720000,44.480000,0.120000,15.240000,1.930000
tc,512,50000000,2.110000,11175,11169.000000,36.090000,0.020000,0.680000,45.540001,0.130000,15.730000,1.820000
tc,512,50000000,2.110000,10993,10982.799805,35.529999,0.020000,0.680000,45.049999,0.110000,16.770000,1.840000
tc,512,50000000,2.110000,10360,10354.799805,38.790001,0.020000,0.730000,44.200001,0.270000,14.340000,1.640000
tc,512,50000000,2.110000,10598,10592.299805,38.430000,0.020000,0.710000,43.700001,0.130000,15.080000,1.920000
tc,512,50000000,2.110000,11051,11045.599609,36.279999,0.020000,0.690000,45.169998,0.170000,15.830000,1.840000
tc,512,50000000,2.110000,10164,10158.000000,37.509998,0.020000,0.690000,44.070000,0.100000,15.850000,1.760000
tc,512,50000000,2.110000,10388,10382.900391,39.220001,0.020000,0.730000,44.009998,0.140000,14.230000,1.640000
tc,512,50000000,2.110000,10640,10633.000000,37.509998,0.020000,0.710000,44.340000,0.170000,15.270000,1.980000
tc,512,50000000,2.110000,10273,10267.599609,38.020000,0.020000,0.730000,45.070000,0.120000,14.430000,1.600000
visc,512,100000,1.990000,23,16.219400,34.220001,0.020000,0.850000,58.029999,0.030000,4.950000,1.900000
visc,512,100000,1.980000,20,15.788800,34.740002,0.020000,0.860000,57.490002,0.030000,4.960000,1.900000
visc,512,100000,1.980000,22,15.963300,34.669998,0.020000,0.860000,57.700001,0.070000,4.780000,1.900000
visc,512,100000,1.980000,21,15.789100,34.680000,0.020000,0.850000,57.240002,0.160000,5.120000,1.930000
visc,512,100000,1.980000,20,16.086300,34.529999,0.020000,0.860000,57.680000,0.090000,4.920000,1.910000
visc,512,100000,1.980000,21,16.043100,34.400002,0.020000,0.850000,57.529999,0.030000,5.290000,1.890000
visc,512,100000,1.320000,20,16.469500,33.599998,0.020000,0.830000,58.310001,0.030000,5.310000,1.900000
visc,512,100000,1.980000,19,15.529100,35.430000,0.020000,0.870000,56.669998,0.120000,5.000000,1.890000
visc,512,100000,1.980000,21,16.153999,34.419998,0.020000,0.850000,57.889999,0.030000,4.900000,1.890000
visc,512,100000,1.980000,21,15.740500,34.700001,0.020000,0.860000,57.380001,0.020000,5.110000,1.910000
visc,512,500000,1.990000,84,79.297600,34.779999,0.020000,0.860000,57.540001,0.020000,4.880000,1.900000
visc,512,500000,1.980000,85,79.573601,34.860001,0.020000,0.860000,57.480000,0.020000,4.860000,1.900000
visc,512,500000,1.980000,86,80.670502,34.840000,0.020000,0.850000,55.459999,0.040000,6.500000,2.300000
visc,512,500000,1.980000,89,81.964897,35.389999,0.020000,0.850000,54.110001,0.020000,7.420000,2.190000
visc,512,500000,1.980000,85,80.032997,34.820000,0.020000,0.860000,57.470001,0.020000,4.900000,1.910000
visc,512,500000,2.100000,86,81.393097,34.980000,0.020000,0.840000,55.549999,0.020000,6.340000,2.240000
visc,512,500000,1.980000,86,81.307098,35.200001,0.020000,0.860000,54.270000,0.020000,7.430000,2.200000
visc,512,500000,1.980000,86,80.535004,34.490002,0.020000,0.850000,57.740002,0.020000,4.970000,1.910000
visc,512,500000,2.090000,89,84.238701,33.759998,0.020000,0.810000,56.430000,0.020000,6.770000,2.190000
visc,512,500000,1.980000,85,81.743202,35.220001,0.020000,0.860000,54.209999,0.040000,7.450000,2.200000
visc,512,1000000,1.980000,165,160.240997,34.480000,0.020000,0.860000,57.860001,0.020000,4.860000,1.900000
visc,512,1000000,2.100000,168,162.692993,34.849998,0.020000,0.840000,55.520000,0.050000,6.460000,2.260000
visc,512,1000000,1.980000,170,163.300995,35.369999,0.020000,0.860000,54.130001,0.020000,7.360000,2.250000
visc,512,1000000,1.980000,166,160.343994,34.619999,0.020000,0.850000,57.580002,0.040000,4.990000,1.900000
visc,512,1000000,2.110000,166,160.766998,35.349998,0.020000,0.850000,55.009998,0.080000,6.390000,2.300000
visc,512,1000000,1.980000,171,165.324997,34.910000,0.020000,0.840000,54.310001,0.020000,7.740000,2.150000
visc,512,1000000,1.980000,167,161.266006,34.389999,0.020000,0.850000,57.470001,0.040000,4.980000,2.240000
visc,512,1000000,2.080000,167,163.085999,34.700001,0.020000,0.840000,55.599998,0.020000,6.550000,2.280000
visc,512,1000000,1.980000,168,163.117004,35.209999,0.020000,0.860000,54.180000,0.030000,7.530000,2.170000
visc,512,1000000,1.980000,166,160.145996,34.439999,0.020000,0.850000,57.830002,0.020000,4.920000,1.920000
visc,512,5000000,2.110000,845,838.210022,35.730000,0.020000,0.810000,54.730000,0.150000,6.410000,2.150000
visc,512,5000000,1.980000,812,806.658020,35.189999,0.020000,0.860000,55.720001,0.030000,6.130000,2.060000
visc,512,5000000,2.110000,799,791.437988,36.160000,0.020000,0.860000,53.730000,0.070000,6.910000,2.240000
visc,512,5000000,1.980000,813,808.578003,35.020000,0.020000,0.850000,55.619999,0.130000,6.230000,2.130000
visc,512,5000000,2.110000,823,817.088989,35.849998,0.020000,0.830000,54.590000,0.050000,6.470000,2.180000
visc,512,5000000,2.110000,821,815.968994,36.369999,0.020000,0.830000,52.990002,0.160000,6.860000,2.780000
visc,512,5000000,1.980000,805,801.682983,35.000000,0.020000,0.860000,55.490002,0.340000,6.190000,2.110000
visc,512,5000000,2.110000,820,814.534973,35.910000,0.020000,0.840000,54.439999,0.160000,6.500000,2.130000
visc,512,5000000,1.980000,856,851.370972,34.029999,0.020000,0.820000,55.619999,0.520000,6.300000,2.690000
visc,512,5000000,1.980000,793,787.528992,35.880001,0.020000,0.870000,53.869999,0.080000,7.040000,2.240000
visc,512,10000000,1.980000,1630,1623.290039,35.250000,0.020000,0.850000,55.529999,0.100000,6.180000,2.070000
visc,512,10000000,2.110000,1674,1671.349976,36.450001,0.020000,0.810000,53.990002,0.230000,6.310000,2.180000
visc,512,10000000,1.980000,1707,1703.430054,33.340000,0.020000,0.820000,57.220001,0.060000,6.190000,2.350000
visc,512,10000000,2.110000,1587,1582.079956,36.619999,0.020000,0.860000,53.220001,0.100000,6.960000,2.220000
visc,512,10000000,2.110000,1619,1615.369995,35.290001,0.020000,0.850000,55.630001,0.070000,6.120000,2.020000
visc,512,10000000,1.980000,1603,1598.349976,35.169998,0.020000,0.860000,54.820000,0.130000,6.770000,2.240000
visc,512,10000000,1.980000,1677,1671.459961,34.320000,0.020000,0.840000,56.130001,0.280000,6.120000,2.300000
visc,512,10000000,2.110000,1623,1616.599976,37.599998,0.020000,0.840000,52.320000,0.130000,6.890000,2.190000
visc,512,10000000,2.110000,1622,1616.310059,37.000000,0.020000,0.840000,54.200001,0.320000,5.670000,1.960000
visc,512,10000000,1.980000,1605,1600.550049,35.070000,0.020000,0.850000,54.580002,0.100000,7.150000,2.220000
visc,512,25000000,1.980000,4270,4263.439941,33.520000,0.020000,0.810000,55.759998,0.300000,7.370000,2.220000
visc,512,25000000,2.110000,4235,4227.620117,35.020000,0.020000,0.830000,54.270000,0.270000,7.230000,2.360000
visc,512,25000000,2.110000,4253,4246.970215,36.820000,0.020000,0.810000,52.540001,0.190000,7.420000,2.210000
visc,512,25000000,1.980000,4268,4260.520020,34.040001,0.020000,0.830000,55.939999,0.190000,6.700000,2.290000
visc,512,25000000,0.000000,4389,4383.759766,34.830002,0.020000,0.780000,54.849998,0.210000,7.140000,2.160000
visc,512,25000000,1.980000,4239,4232.089844,33.610001,0.020000,0.820000,55.529999,0.330000,7.440000,2.260000
visc,512,25000000,2.110000,4231,4223.750000,34.720001,0.020000,0.830000,54.459999,0.230000,7.350000,2.390000
visc,512,25000000,2.110000,4222,4215.259766,36.419998,0.020000,0.810000,52.959999,0.160000,7.460000,2.160000
visc,512,25000000,2.110000,4248,4244.600098,36.700001,0.020000,0.810000,52.770000,0.170000,7.350000,2.180000
visc,512,25000000,1.980000,4274,4269.470215,33.400002,0.020000,0.810000,55.910000,0.210000,7.490000,2.160000
visc,512,50000000,2.110000,8916,8913.040039,36.259998,0.020000,0.790000,54.220001,0.200000,6.410000,2.100000
visc,512,50000000,2.110000,8261,8255.589844,37.740002,0.020000,0.810000,52.970001,0.120000,6.250000,2.080000
visc,512,50000000,2.110000,7416,7410.240234,39.730000,0.020000,0.880000,53.240002,0.180000,4.140000,1.810000
visc,512,50000000,2.110000,9226,9218.839844,34.139999,0.020000,0.760000,55.560001,0.260000,6.830000,2.430000
visc,512,50000000,2.110000,8832,8826.269531,35.349998,0.020000,0.800000,55.049999,0.170000,6.470000,2.150000
visc,512,50000000,2.110000,8286,8278.990234,37.560001,0.020000,0.810000,52.930000,0.230000,6.320000,2.130000
visc,512,50000000,2.110000,7443,7438.649902,38.320000,0.020000,0.900000,54.130001,0.270000,4.410000,1.950000
visc,512,50000000,2.110000,9208,9200.169922,34.509998,0.020000,0.760000,55.240002,0.140000,6.910000,2.420000
visc,512,50000000,1.980000,7619,7614.250000,37.250000,0.020000,0.910000,55.270000,0.150000,4.410000,1.990000
visc,512,50000000,2.110000,8936,8931.009766,36.099998,0.020000,0.780000,54.400002,0.160000,6.430000,2.110000
